Name,Town,MIDAS Number,Latitude,Longitude,Elevation,Notes,Name Change
Blakeslee Lake,T5 R6 BKP WKR,5114,45.3880636547,-70.43162357590001,1736, , 
Blanchard Pond,Cumberland,4325,43.8019346414,-70.2660099428,150, , 
Blanchard Pond,Alder Stream Twp,5056,45.27074127849999,-70.5975479952,1350, , 
Blanchard Pond #1,Lang Twp,2366,45.07308672,-70.6579808974,1820,Blanchard Ponds, 
Blanchard Pond #2,Davis Twp,8611,45.073987275,-70.6602284009,1830,Blanchard Ponds, 
Blanchard Pond #3,Davis Twp,2370,45.0707937328,-70.6605888185,1830,Blanchard Ponds, 
Blood Lake,T14 R16 WELS,1458,46.85059266670001,-69.74337518420001,1082, , 
Blood Pond,T2 R13 WELS,2928,45.8007957678,-69.4309368557,1271, , 
Blue Pond,T13 R13 WELS,1468,46.8363623648,-69.4066512343,950, , 
Blueberry Pond,Mount Katahdin Twp,8246,45.92869077979999,-68.9113086916,3115,Blueberry Ponds - same feature as midas #8248 on 1:24K USGS map, 
Bluff Pond,Frenchtown Twp,0434,45.6028066543,-69.3671331816,2137, , 
Bluffer Pond,T8 R11 WELS,2794,46.37368013960001,-69.0974942788,1135, , 
Blunder Pond,T6 R10 WELS,4228,46.1586463999,-68.9882819669,1010, , 
Blunts Pond,Lamoine,4550,44.4721248945,-68.3129480218,172,Blunt's Pond, 
Bobs Pond,T4 R17 WELS,2426,46.02081727460001,-69.8647314919,1584, , 
Bog Brook Flowage,Beddington,7449,44.7771016542,-67.978157111,247, , 
Bog Brook Pond,T10 R11 WELS,6340,46.538823742,-69.1845731534,1090, , 
Bog Lake,Northfield,1258,44.85074232,-67.5778197588,170, , 
Bog Lake,Marion Twp,1376,44.8420418631,-67.2845153765,159, , 
Bog Lake,T14 R5 WELS,1664,46.88858845679999,-68.3346421525,781, , 
Bog Pond,Phillips,2328,44.8472508049,-70.41014035640001,725, , 
Bog Pond,Hartland,2586,44.8858909778,-69.5744310648,394, , 
Bog Pond,Attean Twp,2680,45.541834634,-70.3027367098,1186,Number Five Bog Pond, 
Bog Pond,T7 R12 WELS,2864,46.27369886069999,-69.2845325899,994, , 
Bog Pond,Fryeburg,3248,44.0522289826,-70.9363945707,372, , 
Bog Pond,Waterford,3417,44.1568120365,-70.68579144420001,670,Mud Pond, 
Bog Pond,Harrison,3450,44.1171471555,-70.6211774507,595, , 
Bog Pond,Ellsworth,4376,44.5924891652,-68.4874862728,300,Big Pond, 
Bog Pond,TA R11 WELS,0530,45.6671447833,-69.17106844680001,1363, , 
Bog Pond,Manchester,5324,44.3035663193,-69.8657045901,295, , 
Bog Pond,Readfield,8105,44.3979974354,-69.9204342398,295, ,Existing name - not on USGS maps or in GNIS
Bog Pond,Cedar Lake Twp,0944,45.45924560400001,-68.76013518800001,379, , 
Bogus Meadow,T7 SD BPP,4380,44.5324278922,-68.0272366606,110, , 
Bonney Brook Lake,Grand Lake Stream Plt,1112,45.1972577291,-67.7652771815,290, , 
Bonny Eagle Lake,Standish,5042,43.6909507699,-70.583691241,266,Bonney Eagle Pond, 
Bonny Pond,Leeds,3812,44.2430712819,-70.0752796582,305, , 
Boody Pond,T8 R8 WELS,3000,46.3213762736,-68.7358735249,813, , 
Boody Pond,Vienna,5332,44.5724604033,-69.9754577328,885, , 
Booming Ground (Spednic Lake),Forest City Twp,0121,45.67765727409999,-67.7175019694,380,missing 24k lake/pond data - this feature is in the rivers layer, 
Boot Pond,T7 R9 NWP,0816,45.4268014024,-69.2893608314,1069, , 
Booth Quarry,Vinalhaven,7939,44.052514878,-68.805552238,45,Booth Quarry Pond, 
Boston Pond,Denmark,3146,43.9333617624,-70.84265827270001,355, , 
Botting Pond,T9 R7 WELS,1998,46.39193825100001,-68.6123394584,695, , 
Bottle Lake,Lakeville,4702,45.3105516916,-68.0578801784,298, , 
Bottle Pond,T2 R9 WELS,2070,45.77670199340001,-68.8524842711,496, , 
Boulder Pond,T5 R7 BKP WKR,2672,45.5113994737,-70.323000013,1190, , 
Boulter Pond,York,5594,43.1703907963,-70.69836349889999,76, , 
Boundary Pond,Beattie Twp,5070,45.5647919948,-70.67825289460001,1983, , 
Bourgoin Lake,Saint Agatha,9759,47.2474220135,-68.38309204780001,763, , 
Bowler Pond,Palermo,5732,44.4183199669,-69.40632785779999,578, , 
Bowles Lake,Day Block Twp,1154,44.9682828921,-67.81750863889999,386, , 
Bowley Pond,Hartland,2588,44.8445699401,-69.4992632264,325, , 
Bowlin Pond,T5 R8 WELS,2188,46.0598414434,-68.70788144390001,556, , 
Bowman Pond #1,Bowmantown Twp,3120,45.2761898461,-71.0458204646,2041,Bowman Ponds, 
Bowman Pond #2,Bowmantown Twp,3122,45.2772712628,-71.0408297604,2067,Bowman Ponds, 
Boyd Lake,Orneville Twp,2158,45.17781468120001,-68.9264606229,303, , 
Boyd Pond,Limington,5008,43.682471841,-70.6926983238,285, , 
Boyd Pond,Bristol,5364,43.9323882384,-69.500691304,35, , 
Boyden Lake,Perry,1404,45.0157728954,-67.1497914907,77, , 
Boynton Pond,Embden,7330,44.916200394,-69.894887677,418, , 
Bracey Pond,T34 MD BPP,4508,44.9620280507,-68.1224055499,383, , 
Brackett Lake,Weston,1068,45.7463695553,-67.8603002783,446, , 
Brackett Pond,Blanchard Twp,0290,45.2491481404,-69.6402381696,1516, , 
Bradbury Lake,Ludlow,1028,46.1847001778,-67.9962525007,655, , 
Bradbury Lake,New Limerick,9763,46.1370257813,-68.00623720039999,456, , 
Bradford Pond,Moro Plt,3651,46.143016549,-68.3844418441,946, , 
Bradley Pond,Elm Stream Twp,2448,46.01706421760001,-69.8289125183,1435, , 
Bradley Pond,Lovell,3220,44.2351677216,-70.8615465883,509, , 
Bradley Pond,Topsham,5220,43.9938639271,-69.9708321797,93, , 
Brainard Pond,Readfield,5306,44.3705272137,-69.91637273809999,265, , 
Braley Lake,T3 R4 WELS,1696,45.8655742358,-68.2315593201,551, , 
Bran Lake,Saint Francis,1548,47.145289194,-68.85722377800001,985, , 
Branch Lake,Ellsworth,4328,44.5948872736,-68.5594480491,238, , 
Branch Pond,Palermo,5754,44.418729101,-69.463157205,347, , 
Brandy Pond,Webbertown Twp,1704,46.23285629990001,-68.1853060434,771, , 
Brandy Pond,Pleasant Ridge Plt,0206,45.131500045,-69.995899549,1225, , 
Brandy Pond,Chesuncook Twp,2898,46.0824541627,-69.4462393189,942, , 
Brandy Pond,T39 MD BPP,9651,45.0356302121,-68.2673633071,335, , 
Branns Mill Pond (North),Dover-Foxcroft,4130,45.1087238898,-69.16893834219999,440,Branns Mill Pond, 
Branns Mill Pond (South),Dover-Foxcroft,4130,45.10508729039999,-69.1709023718,440,Branns Mill Pond, 
Brassua Lake,Rockwood Strip T1 R1 NBKP,4120,45.67038862330001,-69.87083933450001,1074, , 
Brassua Lake,Sandwich Academy Grant Twp,4120,45.64186468730001,-69.9125496841,1074,Little Brassua Lake, 
Brayley Pond,T7 R10 WELS,2706,46.2266801422,-69.03056335540001,821, , 
Brettuns Pond,Livermore,3608,44.3926629255,-70.2502684137,400, , 
Brettuns Pond (South),Livermore,3608,44.3862876858,-70.2448470675,400,Part of / connected to Brettuns Pond, 
Brewer Lake,Holden,4284,44.710837807,-68.7261124038,112,Orrington Great Pond, 
Briley Pond,York,5612,43.1786369173,-70.6148237144,20, , 
Brimstone Pond,Arundel,3982,43.4651921402,-70.5723598843,98, , 
Brishlotte Lake,Saint Agatha,9397,47.27556381019999,-68.3068196105,605, , 
Britton Lake,Littleton,1022,46.2626390841,-67.8058577897,395, , 
Broken Bridge Pond,Albany Twp,3264,44.3111101836,-70.81743849420001,794, , 
Brooks Pond,Corinna,2262,44.9122579801,-69.1980941778,435, , 
Brown Brook Pond,T9 R9 WELS,4182,46.4173098622,-68.9060049151,1367, , 
Brown Lake,Mars Hill,1832,46.597039045,-67.821395164,655,Gizoquit Lake, 
Brown Pond,T8 R9 WELS,4178,46.3794175933,-68.8282995597,919, , 
Brown Pond,Bowdoin College Grant West Twp,0788,45.47057185439999,-69.42303008890001,1432, , 
Brownfield Bog,Brownfield,6714,43.978284228,-70.9020280263,365,feature added from wetland data,Existing name - not on USGS maps or in GNIS
Browns Pond,Sebago,3384,43.9131215437,-70.7285579106,523, , 
Bruleau Pond,T14 R15 WELS,1456,46.924729856,-69.68750029189999,1025, , 
Bryant Bog,Brighton Plt,0249,45.09365119,-69.69573099020001,930,missing 24k lake/pond data - this feature is in the rivers layer, 
Bryant Pond,Fort Fairfield,1813,46.72384420449999,-67.855631248,585, , 
Bryant Pond,Woodstock,3464,44.3762724044,-70.6503231463,695, , 
Bryant Pond,Hiram,6701,43.8944046179,-70.81254347470001,355,Bryants Pond, 
Bubble Pond,Bar Harbor,4452,44.3450060224,-68.2390930971,331,Turtle Lake, 
Buck Pond,Rainbow Twp,0644,45.8180997639,-69.17699256109999,1250, , 
Buckley Pond,T8 R10 WELS,2840,46.3345937391,-69.0524760911,1072, , 
Bugeye Pond,Chain of Ponds Twp,9921,45.3094682279,-70.6101161631,1289,Bug Eye Pond, 
Buggy Pond,Otis,4368,44.749072447,-68.4931826845,390, , 
Buker Pond,Litchfield,5242,44.1677313574,-69.9804434619,176,Tacoma Lakes, 
Bull Pond,Lambert Lake Twp,1318,45.4543515491,-67.56818581669999,235, , 
Bunganock Pond,Hartford,3606,44.3867569284,-70.3407584254,465,"Bungarmock Pond, Bungermuck Pond, Bungernut Pond", 
Bunganut Pond,Lyman,3980,43.5096919904,-70.698799747,273, , 
Bunker Pond,Roxbury,3506,44.6642814459,-70.61472534390001,1065, , 
Burbank Pond,Hiram,3148,43.9104166886,-70.83175675859999,355, , 
Burden Pond,Bowerbank,0834,45.3463586991,-69.2446585374,642, , 
Burgess Pond,Fayette,5652,44.4493549385,-70.1162349232,374, , 
Burlington Fire Pond,Burlington,4712,45.209261411,-68.4247379646,525,Burlington Fire Pond - feature drawn from DOQ or ortho photo data, 
Burnham Pond,Big Moose Twp,0392,45.5412062093,-69.7185074873,1043, , 
Burnham Pond,Limerick,6832,43.6826512486,-70.7802018158,425, ,Yes - unnamed pond to local name
Burnt Land Lake,T35 MD BPP,4792,45.02020351780001,-68.0362146464,344,"North Sabao Lake, Second Sabao Lake, Little Machias Lake", 
Burnt Meadow Pond,Brownfield,5572,43.92620473,-70.8881578865,374, , 
Burnt Pond,T9 R7 WELS,1996,46.46347162810001,-68.647922243,810, , 
Burnt Pond,Otis,4288,44.7464417774,-68.5269022981,328, , 
Burntland Pond,T12 R17 WELS,1878,46.6644492637,-69.93193864209999,1188, , 
Burntland Pond,Dennistown Plt,2624,45.6939523375,-70.32401423180001,1250, , 
Burntland Pond,Stonington,5556,44.1694770078,-68.6617017457,59, , 
Butcher Lake,Codyville Plt,1322,45.4689607986,-67.6640251661,485, , 
Butler Pond,Flagstaff Twp,0166,45.2413457625,-70.4249054669,1334, , 
Butler Pond,King & Bartlett Twp,5132,45.2935339433,-70.4406500531,1535, , 
Butler Pond,Lexington Twp,0056,45.02084356169999,-70.1269879163,1116, , 
Butterfield Lake,Caswell,1848,46.9918928048,-67.90064354330001,753, , 
Buttermilk Pond,Bowerbank,0273,45.3564396945,-69.2193035465,695, , 
C Pond,C Surplus,3278,44.7179292325,-70.88186835339999,1292, , 
Cabbage Yard Pond,Waterford,6709,44.1333497076,-70.7216140777,470, , 
Caesar Pond,Bowdoin,5258,44.0640109286,-69.9837929931,338, , 
Cain Pond,Searsport,5522,44.492442802,-68.9674047387,226, , 
California Pond,New Canada,1670,47.111397814,-68.46451651629999,615, , 
Call Pond,Lower Enchanted Twp,0140,45.3424311775,-70.1630108694,981, , 
Cambolasse Pond,Lincoln,2214,45.4091128008,-68.4534049873,285, , 
Cambridge Pond,Cambridge,0748,45.0201865515,-69.4797431745,348, , 
Cameron Bog,Hammond,9511,46.1917068737,-67.9990516867,645, , 
Camp Pond,T7 R9 NWP,0822,45.4290627417,-69.26886031950001,1016, , 
Campbell Lake,T35 MD BPP,4794,45.00870271969999,-68.04734038789999,390, , 
Campbell Pond,T18 R13 WELS,1467,47.19554804280001,-69.42546524300001,1115,Named changed from unammed pond on 2/22/06 per IF&W request,Yes - unnamed pond to local name
Campbell Pond,Blake Gore,2574,45.8166750637,-70.3680146243,1978, , 
Campbell Pond,West Bath,5224,43.8513517916,-69.8460221421,50, , 
Campstove Pond,Johnson Mountain Twp,8866,45.49648838369999,-70.0479703856,1658, ,Yes - unnamed pond to local name
Canada Falls Lake,Pittston Academy Grant,2516,45.8434457904,-70.029893523,1238, , 
Cape Horn Pond,Blake Gore,2568,45.8479962503,-70.3211710944,1963, , 
Capisic Pond,Portland,9681,43.6658400066,-70.3078548973,20, , 
Carey Lake,T8 R6 WELS,3014,46.3468489247,-68.5475606401,829, , 
Cargill Pond,Liberty,4884,44.3695795039,-69.32818939729999,596, , 
Caribou Bog,Chain of Ponds Twp,9919,45.3738724577,-70.7287271256,1330, , 
Caribou Lake,T3 R4 WELS,1692,45.93935599899999,-68.23841404770001,539, , 
Caribou Lake,Washburn,1794,46.8114495473,-68.06670582389999,548, , 
Caribou Lake,T3 R12 WELS,0662,45.86299744610001,-69.3129460377,942,Part of Chesuncook Lake, 
Caribou Pond,Mount Abram Twp,0176,45.0069248246,-70.3586666106,2725, , 
Caribou Pond,T11 R10 WELS,1976,46.6189400617,-68.95122982949999,1076, , 
Caribou Pond,Parmachenee Twp,7660,45.2196907058,-71.0150727634,1695, , 
"Caribou, Egg & Long Pd",Lincoln,2216,45.4051802325,-68.4183182805,309,Long Pond, 
"Caribou, Egg & Long Pd",Lincoln,2216,45.3878932856,-68.4030749404,309,Caribou Pond, 
"Caribou, Egg & Long Pd",Lincoln,2216,45.3980180736,-68.414157934,309,Egg Pond, 
Carlisle Pond,T8 R3 WELS,1766,46.3075018858,-68.11248877840001,895, , 
Carloe Pond,T26 ED BPP,9656,45.0537173896,-67.66433886750001,305, , 
Carlton Pond,Troy,0041,44.7054627243,-69.2701655092,203, , 
Carlton Pond,Readfield,5310,44.348123229,-69.9084162512,333, , 
Carpenter Pond,T7 R11 WELS,0275,46.28302766340001,-69.1187035943,1044, , 
Carr Pond,T13 R8 WELS,1598,46.7653262732,-68.7209033095,770,Carr Ponds, 
Carry Lake,Littleton,1050,46.2200094837,-67.8658295977,425, , 
Carry Pond,Madawaska Lake Twp,1684,47.0845588527,-68.2760898105,738, , 
Carry Pond,T8 R7 WELS,3016,46.3453717207,-68.5941825324,892, , 
Carry Pond,T3 R11 WELS,0678,45.872549226,-69.16356434950001,930, , 
Carson Heath Ponds,Calais,7495,45.1429765418,-67.1993411129,175,Big Carson Heath Pond, 
Carson Pond,Oakfield,1746,46.1174475156,-68.0632285968,635, , 
Carvers Pond,Vinalhaven,5520,44.0533419495,-68.8294414664,5,"feature added from wetland data - pond looks fresh, stream connects it to the ocean", 
Cassidy Deadwater,T4 R15 WELS,2944,45.9801611449,-69.62704331419999,1036, , 
Cat Pond,Fryeburg,3250,44.0332251149,-70.92179051719999,362, , 
Cathance Lake,Cathance Twp,9661,44.9477843459,-67.3963436958,214, , 
Cathedral Pond,Mount Katahdin Twp,6564,45.9143767044,-68.91698419790001,3075, ,Existing name - not on USGS maps or in GNIS
Caucomgomoc Lake,T6 R15 WELS,4012,46.2067722921,-69.6034115642,998,"Caucogomoc Lake, Caucogomuc Lake, Cauquomgomoc Lake", 
Cedar Lake,Cedar Lake Twp,2004,45.5283719455,-68.8004598995,500, , 
Cedar Pond,Holeb Twp,2654,45.602485582,-70.4201308822,1292, , 
Cedar Pond,T8 R10 WELS,2846,46.34398001800001,-69.0127832364,1005, , 
Cedar Pond,TB R10 WELS,0474,45.5566653953,-69.0244725699,1047, , 
Cedar Pond,T3 R5 BKP WKR,5144,45.3672460233,-70.34075627670001,1690, , 
Cedar Pond,Vinalhaven,5516,44.0649422986,-68.849305626,75, , 
Cedar Swamp Pond,Clifton,4534,44.7919362379,-68.4906064053,311, , 
Celia Pond,T3 R10 WELS,0712,45.891992639,-69.0681662673,1210, , 
Center Pond,T10 R8 WELS,1582,46.5284140568,-68.7545082545,1056, , 
Center Pond,Lincoln,2218,45.3847279368,-68.4477764129,268, , 
Center Pond,T4 R10 WELS,2734,46.00028751120001,-69.0127795161,1695, , 
Center Pond,Phippsburg,0277,43.8153218457,-69.8148196404,10, ,Yes - unnamed pond to local name
Center Pond,Soldiertown Twp T2 R3 NBKP,4040,45.800221706,-69.97887946,1513, , 
Center Pond,Sangerville,0760,45.123664927,-69.30355333830001,503, , 
Center Pond,Dixmont,9965,44.6902080971,-69.10550822490001,496, , 
Center Strip Pond,Leeds,6572,44.2375005982,-70.0819543221,315, ,Yes - unnamed pond to local name
Chaffin Pond,Windham,3718,43.8484878406,-70.44335160750001,290, , 
Chair Pond,Steuben,1394,44.4241982177,-67.8925566887,10, , 
Chalk Pond,Porter,3156,43.8559016606,-70.98793558910001,610, , 
Chalk Pond,Albany Twp,3270,44.259399868,-70.7573427443,710, , 
Chalk Pond,T22 MD BPP,4478,44.8291099422,-68.07702437090001,258, , 
Chamberlain Lake,T7 R12 WELS,2882,46.2334606545,-69.3278403197,943,"Apmojenegamook Lake, Apmoojenegamook Lake, Apmoogenegamook Lake, Apmougenegamook Lake, Baamcheenunga", 
Chamberlain Lake,T7 R6 WELS,3026,46.2533715021,-68.5481075262,797, , 
Chamberlain Pond,Belgrade,0465,44.4063397871,-69.83407290780001,275, , 
Champion Pond,Linneus,1038,46.08087609830001,-67.9312289521,485,Champion Lake, 
Champion Pond,Parsonsfield,3886,43.7148138423,-70.9360400679,650, , 
Champlin Mill Pond,North Berwick,0127,43.3000462785,-70.74338453199999,135, ,Yes - unnamed pond to local name
Chandler Brk Deadwater,T8 R10 WELS,6410,46.3184542242,-69.0140066287,870, , 
Chandler Deadwater,T9 R8 WELS,9179,46.4225086016,-68.74555974019999,750,missing 24k lake/pond data - this feature is in the rivers layer, 
Chandler Lake,T9 R8 WELS,1994,46.4588836551,-68.7052156366,824,Chandler Pond, 
Chandler Lake,T9 R8 WELS,1994,46.4462748509,-68.6987665361,824,Chandler Pond (Part of / connected to the larger Chandler Lake), 
Chandler Pond,T8 R10 WELS,2834,46.306629852,-69.061517395,883, , 
Chapman Pit,Limestone,1851,46.9261926601,-67.9236089951,585,feature drawn from DOQ data,Yes - unnamed pond to local name
Chapman Pond,Porter,3168,43.8379916558,-70.9062901481,515, , 
Chapman Pond,Newburgh,5502,44.6686945542,-69.04227620979999,370, , 
Charles Pond,T14 R15 WELS,1454,46.9201206355,-69.7097834691,1124, , 
Charles Pond,Fryeburg,3206,44.1339947868,-70.9691356606,376, , 
Charles Pond,Georgetown,7779,43.8242946693,-69.72396335489999,27, , 
Charley Anderson Pond,Merrill,1722,46.1713712599,-68.1998415124,830, , 
Charley Browns Pond,North Haven,8033,44.1629076713,-68.8707382991,35,"Charlie Browns Pond, Shore Pond (North)", 
Chase Bog,Caratunk,0228,45.1755712929,-69.8880828409,1488, , 
Chase Bog Pond,Monroe,5491,44.6625531089,-69.0647075646,370, , 
Chase Lake,T9 R10 WELS,2752,46.41104074369999,-69.0455258393,818, , 
Chase Pond,Moscow,0190,45.1587618541,-69.8877991878,1350, , 
Chase Pond,Moro Plt,3632,46.1915973101,-68.3803312692,676, , 
Chase Pond,Jim Pond Twp,5050,45.2596334201,-70.5548931708,1189, , 
Chase Pond,Solon,0064,44.9796720087,-69.7616650961,621, , 
Chase Stream Pond,Chase Stream Twp,4080,45.4651047715,-69.9003875221,970,Chase Stream Pond (South) - This pond was one feature on the 15' midas maps, 
Chase Stream Pond,Chase Stream Twp,4080,45.4680205346,-69.9052212699,970,Chase Stream Pond (North) - This pond was one feature on the 15' midas maps, 
Chase Stream Pond,Chase Stream Twp,4093,45.5118669818,-69.97749404610001,1605, , 
Chases Pond,York,5598,43.1925361311,-70.664134858,154, , 
Chemo Pond,Bradley,4278,44.8237240416,-68.5722197529,126,Nichols Pond, 
Cheney Pond,Hammond Twp,2494,45.901244193,-70.2052020798,1522, , 
Chesuncook Lake,T4 R13 WELS,0662,45.9886713087,-69.338344634,942, , 
Chesuncook Pond,T3 R11 WELS,0672,45.85521396150001,-69.1820606272,1060, , 
Chickawaukie Pond,Rockport,4822,44.1404082058,-69.1137028273,123,"Chickawaka Pond, Cichicwaukie Pond", 
Chicken Millpond,Gouldsboro,4462,44.4908320742,-68.0174070171,35, , 
Chimney Pond,Mount Katahdin Twp,2046,45.9144790921,-68.91157142180001,2895, , 
China Lake,China,5448,44.4302543059,-69.54731496549999,196, , 
Chisholm Pond,Palermo,4910,44.4334948419,-69.358624736,350, , 
Chittenden Pond,Jim Pond Twp,5088,45.30261884790001,-70.4617034102,1605, , 
Christina Reservoir,Fort Fairfield,9525,46.69330691900001,-67.8884733693,654, , 
Chub Pond,Chase Stream Twp,4097,45.493739024,-69.96805034640001,1430, , 
Chub Pond,Hobbstown Twp,5100,45.4592893633,-70.30472569849999,1094, , 
Church Pond,TA R10 WELS,0538,45.6487408622,-69.0406993861,645, , 
Churchill Lake,Washburn,1788,46.8217947428,-68.1248952637,625, , 
Churchill Lake,T9 R12 WELS,2856,46.4510514744,-69.3006678651,930, , 
Cider Mill Pond,North Berwick,3868,43.2992598777,-70.782238451,175, , 
City Pond,Sandy River Plt,8731,44.9257725908,-70.5816238285,1909, , 
Clarey's Pond,Georgetown,5356,43.8479324704,-69.7424741288,85, , 
Clark's Mill Pond,Hollis,6943,43.5704300927,-70.6073500519,215,missing 24k lake/pond data - this feature is in the rivers layer,Yes - unnamed pond to local name
Clark Cove Pond,South Bristol,0035,43.9338013137,-69.5647072105,5, ,Yes - unnamed pond to local name
Clark Pond,Oakfield,1754,46.1062921645,-68.13340307119999,575, , 
Clark Pond,Franklin,4410,44.5644595546,-68.2225586838,175,feature is on USGS map - pond taken from wetland data, 
Clark Pond,South Portland,5638,43.6321120034,-70.315829575,15,missing 24k lake/pond data - this feature is in the rivers layer, 
Clark Pond,T9 SD BPP,8349,44.6333828471,-68.1410276626,230, , 
Clarkson Pond,T9 R13 WELS,2854,46.42131105469999,-69.4651790601,1226, , 
Clary Lake,Jefferson,5382,44.2146127451,-69.5561977136,152, , 
Clays Pond,Fryeburg,5566,43.9823484734,-70.9539777201,420, , 
Clayton Lake,Clayton Lake Twp,1882,46.6074808053,-69.5267736556,1032, , 
Clayton Lake,T12 R8 WELS,1958,46.7196918877,-68.7657048925,884,Clayton Pond, 
Clayton Pond,T6 R17 WELS,2406,46.1699263537,-69.8817657785,1461, , 
Clear Lake,T10 R11 WELS,1938,46.5200639093,-69.1268280108,1196, , 
Clear Lake,T14 R6 WELS,9189,46.91027267989999,-68.45495535649999,750, ,Existing name - not on USGS maps or in GNIS
Clear Pond,Pleasant Ridge Plt,0200,45.11021571600001,-69.98704997909999,1202, , 
Clear Pond,Lowelltown Twp,5074,45.56102074230001,-70.6389916757,1871, , 
Clearwater Lake,Industry,5190,44.7290234725,-70.088039874,561, , 
Clearwater Pond,Prentiss Twp T4 R4 NBKP,2476,45.8905241587,-70.228607614,1945, , 
Clearwater Pond,Attean Twp,2692,45.58630520250001,-70.36376230490001,1261, , 
